33.7712 -117.4942 6.00 2.00
33.5595 -118.4417 6.00 1.50
34.1433 -117.4748 6.00 2.00
33.9918 -118.1940 6.00 1.00
34.0942 -117.2635 6.00 1.00
34.7745 -118.8143 6.00 2.00
34.1495 -117.5148 6.00 2.00
33.9460 -117.6140 6.00 2.00
33.7702 -118.7972 6.00 2.00
34.0247 -117.3922 21.94 1.50
